,antenna,eclipse_state,end_time,id,max_el,satellite,start_time,terminator_time,lost_imagery,midpoint,duration,utility
875,ground_site1_1a,"[True, False]",2017-02-16 20:24:52.117527,7208377,18.66,sat12,2017-02-16 20:17:14.117527,2017-02-16 20:21:14.746433,978.169923,2017-02-16 20:21:03.117527,458.0,8762.69387417
876,ground_site1_2,"[True, False]",2017-02-16 20:24:52.180102,7208378,18.66,sat12,2017-02-16 20:17:14.180102,2017-02-16 20:21:14.809008,978.169923,2017-02-16 20:21:03.180102,458.0,8762.69387417
877,ground_site1_2a,"[True, False]",2017-02-16 20:24:52.242797,7208379,18.66,sat12,2017-02-16 20:17:14.242797,2017-02-16 20:21:14.871703,978.169923,2017-02-16 20:21:03.242797,458.0,8762.69387417
878,ground_site1_2b,"[True, False]",2017-02-16 20:24:52.305474,7208380,18.66,sat12,2017-02-16 20:17:14.305474,2017-02-16 20:21:14.934380,978.169923,2017-02-16 20:21:03.305474,458.0,8762.69387417
879,ground_site1_2c,"[True, False]",2017-02-16 20:24:52.368289,7208381,18.66,sat12,2017-02-16 20:17:14.368289,2017-02-16 20:21:14.997195,978.169923,2017-02-16 20:21:03.368289,458.0,8762.69387417
880,ground_site1_1,"[True, False]",2017-02-16 20:24:52.054766,7208376,18.66,sat12,2017-02-16 20:17:15.054766,2017-02-16 20:21:15.158281,976.0341825,2017-02-16 20:21:03.554766,457.0,8743.5613531
881,ground_site6_1,"[False, False]",2017-02-16 20:26:40.429672,7208404,10.02,sat7,2017-02-16 20:21:03.429672,,1516.5,2017-02-16 20:23:51.929672,337.0,5876.34475217
882,ground_site6_2,"[False, False]",2017-02-16 20:26:40.489793,7208405,10.02,sat7,2017-02-16 20:21:03.489793,,1516.5,2017-02-16 20:23:51.989793,337.0,5876.34475217
883,ground_site4_1,"[True, True]",2017-02-16 20:28:42.926096,7208408,84.37,sat1,2017-02-16 20:21:18.926096,,0.0,2017-02-16 20:25:00.926096,444.0,9963.53300271
884,ground_site4_2,"[True, True]",2017-02-16 20:28:42.983944,7208409,84.39,sat1,2017-02-16 20:21:18.983944,,0.0,2017-02-16 20:25:00.983944,444.0,9963.53300271
885,ground_site5_1,"[True, True]",2017-02-16 20:29:44.496199,7208413,22.31,sat1,2017-02-16 20:21:41.496199,,0.0,2017-02-16 20:25:42.996199,483.0,10838.7081989
886,ground_site1_1,"[True, False]",2017-02-16 20:33:59.925163,7208447,20.75,sat1,2017-02-16 20:26:05.925163,2017-02-16 20:30:24.218131,970.681644,2017-02-16 20:30:02.925163,474.0,9666.06304809
887,ground_site1_1a,"[True, False]",2017-02-16 20:33:58.987640,7208448,20.75,sat1,2017-02-16 20:26:05.987640,2017-02-16 20:30:23.735686,968.633793,2017-02-16 20:30:02.487640,473.0,9645.67050944
888,ground_site1_2,"[True, False]",2017-02-16 20:33:59.050113,7208441,20.75,sat1,2017-02-16 20:26:06.050113,2017-02-16 20:30:23.798159,968.633793,2017-02-16 20:30:02.550113,473.0,9645.67050944
889,ground_site1_2a,"[True, False]",2017-02-16 20:33:59.112603,7208442,20.74,sat1,2017-02-16 20:26:06.112603,2017-02-16 20:30:23.860649,968.633793,2017-02-16 20:30:02.612603,473.0,9645.67050944
890,ground_site1_2b,"[True, False]",2017-02-16 20:33:59.175264,7208443,20.75,sat1,2017-02-16 20:26:06.175264,2017-02-16 20:30:23.923310,968.633793,2017-02-16 20:30:02.675264,473.0,9645.67050944
891,ground_site1_2c,"[True, False]",2017-02-16 20:33:59.237663,7208444,20.74,sat1,2017-02-16 20:26:06.237663,2017-02-16 20:30:23.985709,968.633793,2017-02-16 20:30:02.737663,473.0,9645.67050944
892,ground_site6_1,"[False, False]",2017-02-16 20:34:48.794841,7208464,12.04,sat8,2017-02-16 20:28:26.794841,,1719.0,2017-02-16 20:31:37.794841,382.0,5980.32165072
893,ground_site6_2,"[False, False]",2017-02-16 20:34:48.855424,7208465,12.04,sat8,2017-02-16 20:28:26.855424,,1719.0,2017-02-16 20:31:37.855424,382.0,5980.32165072
894,ground_site4_1,"[True, True]",2017-02-16 20:40:57.171759,7209111,72.16,sat2,2017-02-16 20:33:33.171759,,0.0,2017-02-16 20:37:15.171759,444.0,10392.7030112
895,ground_site4_2,"[True, True]",2017-02-16 20:40:57.230055,7209112,72.14,sat2,2017-02-16 20:33:33.230055,,0.0,2017-02-16 20:37:15.230055,444.0,10392.7030112
896,ground_site5_1,"[True, True]",2017-02-16 20:42:06.697960,7209113,28.4,sat2,2017-02-16 20:33:37.697960,,0.0,2017-02-16 20:37:52.197960,509.0,11914.1572809
897,ground_site4_1,"[True, True]",2017-02-16 20:42:20.313418,7209121,69.49,sat3,2017-02-16 20:34:57.313418,,0.0,2017-02-16 20:38:38.813418,443.0,9022.56599941
898,ground_site4_2,"[True, True]",2017-02-16 20:42:20.371782,7209122,69.48,sat3,2017-02-16 20:34:57.371782,,0.0,2017-02-16 20:38:38.871782,443.0,9022.56599941
899,ground_site5_1,"[True, True]",2017-02-16 20:43:31.848715,7209123,29.27,sat3,2017-02-16 20:34:59.848715,,0.0,2017-02-16 20:39:15.848715,512.0,10427.886663
900,ground_site6_1,"[False, False]",2017-02-16 20:43:59.299660,7209662,14.73,sat9,2017-02-16 20:36:55.299660,,1908.0,2017-02-16 20:40:27.299660,424.0,6243.21986927
901,ground_site6_2,"[False, False]",2017-02-16 20:43:59.360713,7209663,14.73,sat9,2017-02-16 20:36:55.360713,,1908.0,2017-02-16 20:40:27.360713,424.0,6243.21986927
902,ground_site1_2,"[True, False]",2017-02-16 20:46:17.290637,7209849,23.84,sat2,2017-02-16 20:38:05.290637,2017-02-16 20:42:46.845324,947.0039085,2017-02-16 20:42:11.290637,492.0,10569.2345634
903,ground_site1_2a,"[True, False]",2017-02-16 20:46:17.353700,7209850,23.83,sat2,2017-02-16 20:38:05.353700,2017-02-16 20:42:46.908387,947.0039085,2017-02-16 20:42:11.353700,492.0,10569.2345634
904,ground_site1_2b,"[True, False]",2017-02-16 20:46:16.416740,7209851,23.84,sat2,2017-02-16 20:38:05.416740,2017-02-16 20:42:46.399161,945.0791055,2017-02-16 20:42:10.916740,491.0,10547.7523776
905,ground_site1_2c,"[True, False]",2017-02-16 20:46:16.479711,7209852,23.83,sat2,2017-02-16 20:38:05.479711,2017-02-16 20:42:46.462132,945.0791055,2017-02-16 20:42:10.979711,491.0,10547.7523776
906,ground_site1_1,"[True, False]",2017-02-16 20:46:17.164840,7209847,23.84,sat2,2017-02-16 20:38:06.164840,2017-02-16 20:42:45.229292,953.709966,2017-02-16 20:42:11.664840,491.0,10539.1215171
907,ground_site1_1a,"[True, False]",2017-02-16 20:46:17.227788,7209848,23.84,sat2,2017-02-16 20:38:06.227788,2017-02-16 20:42:45.292240,953.709966,2017-02-16 20:42:11.727788,491.0,10539.1215171
908,ground_site1_2a,"[True, False]",2017-02-16 20:47:40.495313,7209861,24.23,sat3,2017-02-16 20:39:27.495313,2017-02-16 20:44:11.548047,940.262697,2017-02-16 20:43:33.995313,493.0,9100.65160934
909,ground_site1_2b,"[True, False]",2017-02-16 20:47:40.558252,7209862,24.23,sat3,2017-02-16 20:39:27.558252,2017-02-16 20:44:11.610986,940.262697,2017-02-16 20:43:34.058252,493.0,9100.65160934
910,ground_site1_2c,"[True, False]",2017-02-16 20:47:40.621143,7209863,24.23,sat3,2017-02-16 20:39:27.621143,2017-02-16 20:44:09.748095,948.928716,2017-02-16 20:43:34.121143,493.0,9091.98559034
911,ground_site1_1,"[True, False]",2017-02-16 20:47:41.306352,7209866,24.23,sat3,2017-02-16 20:39:28.306352,2017-02-16 20:44:10.433304,948.928716,2017-02-16 20:43:34.806352,493.0,9091.98559034
912,ground_site1_1a,"[True, False]",2017-02-16 20:47:41.369664,7209867,24.23,sat3,2017-02-16 20:39:28.369664,2017-02-16 20:44:10.496616,948.928716,2017-02-16 20:43:34.869664,493.0,9091.98559034
913,ground_site1_2,"[True, False]",2017-02-16 20:47:41.432420,7209860,24.23,sat3,2017-02-16 20:39:28.432420,2017-02-16 20:44:10.559372,948.928716,2017-02-16 20:43:34.932420,493.0,9091.98559034
914,ground_site5_1,"[True, True]",2017-02-16 20:49:01.095659,7209872,33.81,sat4,2017-02-16 20:40:17.095659,,0.0,2017-02-16 20:44:39.095659,524.0,11798.7139744
915,ground_site4_1,"[True, True]",2017-02-16 20:47:44.559140,7209874,58.15,sat4,2017-02-16 20:40:26.559140,,0.0,2017-02-16 20:44:05.559140,438.0,9862.28381829
916,ground_site4_2,"[True, True]",2017-02-16 20:47:44.618208,7209875,58.14,sat4,2017-02-16 20:40:26.618208,,0.0,2017-02-16 20:44:05.618208,438.0,9862.28381829
917,ground_site6_1,"[False, False]",2017-02-16 20:51:26.662366,7209886,17.28,sat10,2017-02-16 20:43:53.662366,,2038.5,2017-02-16 20:47:40.162366,453.0,7047.84536981
918,ground_site6_2,"[False, False]",2017-02-16 20:51:26.722997,7209887,17.28,sat10,2017-02-16 20:43:53.722997,,2038.5,2017-02-16 20:47:40.222997,453.0,7047.84536981
919,ground_site1_1,"[True, False]",2017-02-16 20:53:07.555259,7209891,26.27,sat4,2017-02-16 20:44:46.555259,2017-02-16 20:49:39.131430,937.9072305,2017-02-16 20:48:57.055259,501.0,10342.9242603
920,ground_site1_1a,"[True, False]",2017-02-16 20:53:07.617901,7209892,26.27,sat4,2017-02-16 20:44:46.617901,2017-02-16 20:49:39.194072,937.9072305,2017-02-16 20:48:57.117901,501.0,10342.9242603
921,ground_site1_2,"[True, False]",2017-02-16 20:53:07.680425,7209893,26.27,sat4,2017-02-16 20:44:46.680425,2017-02-16 20:49:39.256596,937.9072305,2017-02-16 20:48:57.180425,501.0,10342.9242603
922,ground_site1_2a,"[True, False]",2017-02-16 20:53:07.743259,7209894,26.27,sat4,2017-02-16 20:44:46.743259,2017-02-16 20:49:39.319430,937.9072305,2017-02-16 20:48:57.243259,501.0,10342.9242603
923,ground_site1_2b,"[True, False]",2017-02-16 20:53:07.805948,7209895,26.27,sat4,2017-02-16 20:44:46.805948,2017-02-16 20:49:39.382119,937.9072305,2017-02-16 20:48:57.305948,501.0,10342.9242603
924,ground_site1_2c,"[True, False]",2017-02-16 20:53:07.868563,7209896,26.27,sat4,2017-02-16 20:44:46.868563,2017-02-16 20:49:39.444734,937.9072305,2017-02-16 20:48:57.368563,501.0,10342.9242603
925,ground_site5_1,"[True, True]",2017-02-16 20:59:25.210381,7210545,42.43,sat5,2017-02-16 20:50:27.210381,,0.0,2017-02-16 20:54:56.210381,538.0,10892.6752044
926,ground_site4_1,"[True, True]",2017-02-16 20:58:00.685125,7210551,45.02,sat5,2017-02-16 20:50:52.685125,,0.0,2017-02-16 20:54:26.685125,428.0,8665.54830388
927,ground_site4_2,"[True, True]",2017-02-16 20:58:00.743923,7210552,45.01,sat5,2017-02-16 20:50:52.743923,,0.0,2017-02-16 20:54:26.743923,428.0,8665.54830388
928,ground_site6_1,"[False, False]",2017-02-16 21:00:02.157814,7210560,20.77,sat11,2017-02-16 20:52:02.157814,,2160.0,2017-02-16 20:56:02.157814,480.0,8838.53510088
929,ground_site6_2,"[False, False]",2017-02-16 21:00:02.216742,7210561,20.77,sat11,2017-02-16 20:52:02.216742,,2160.0,2017-02-16 20:56:02.216742,480.0,8838.53510088
930,ground_site5_1,"[True, True]",2017-02-16 21:02:03.726351,7210569,46.57,sat6,2017-02-16 20:53:02.726351,,0.0,2017-02-16 20:57:33.226351,541.0,11257.4926965
931,ground_site4_1,"[True, True]",2017-02-16 21:00:36.810458,7210573,40.88,sat6,2017-02-16 20:53:33.810458,,0.0,2017-02-16 20:57:05.310458,423.0,8802.06915086
932,ground_site4_2,"[True, True]",2017-02-16 21:00:36.868405,7210574,40.87,sat6,2017-02-16 20:53:33.868405,,0.0,2017-02-16 20:57:05.368405,423.0,8802.06915086
933,ground_site1_1,"[True, False]",2017-02-16 21:03:30.084439,7210583,29.78,sat5,2017-02-16 20:54:56.084439,2017-02-16 21:00:05.789517,919.327149,2017-02-16 20:59:13.084439,514.0,9487.42945893
934,ground_site1_1a,"[True, False]",2017-02-16 21:03:30.147052,7210584,29.78,sat5,2017-02-16 20:54:56.147052,2017-02-16 21:00:05.852130,919.327149,2017-02-16 20:59:13.147052,514.0,9487.42945893
935,ground_site1_2,"[True, False]",2017-02-16 21:03:30.209641,7210585,29.78,sat5,2017-02-16 20:54:56.209641,2017-02-16 21:00:04.910812,923.8447305,2017-02-16 20:59:13.209641,514.0,9482.91187743
936,ground_site1_2a,"[True, False]",2017-02-16 21:03:30.272299,7210586,29.78,sat5,2017-02-16 20:54:56.272299,2017-02-16 21:00:04.973470,923.8447305,2017-02-16 20:59:13.272299,514.0,9482.91187743
937,ground_site1_2b,"[True, False]",2017-02-16 21:03:30.334974,7210587,29.78,sat5,2017-02-16 20:54:56.334974,2017-02-16 21:00:05.036145,923.8447305,2017-02-16 20:59:13.334974,514.0,9482.91187743
938,ground_site1_2c,"[True, False]",2017-02-16 21:03:30.397868,7210588,29.78,sat5,2017-02-16 20:54:56.397868,2017-02-16 21:00:05.099039,923.8447305,2017-02-16 20:59:13.397868,514.0,9482.91187743
939,ground_site1_1,"[True, False]",2017-02-16 21:06:08.789694,7210610,31.3,sat6,2017-02-16 20:57:30.789694,2017-02-16 21:02:43.916646,921.928716,2017-02-16 21:01:49.789694,518.0,9856.96447583
940,ground_site1_1a,"[True, False]",2017-02-16 21:06:08.852734,7210611,31.3,sat6,2017-02-16 20:57:30.852734,2017-02-16 21:02:43.979686,921.928716,2017-02-16 21:01:49.852734,518.0,9856.96447583
941,ground_site1_2,"[True, False]",2017-02-16 21:06:08.915302,7210612,31.3,sat6,2017-02-16 20:57:30.915302,2017-02-16 21:02:44.042254,921.928716,2017-02-16 21:01:49.915302,518.0,9856.96447583
942,ground_site1_2a,"[True, False]",2017-02-16 21:06:08.978042,7210613,31.3,sat6,2017-02-16 20:57:30.978042,2017-02-16 21:02:44.104994,921.928716,2017-02-16 21:01:49.978042,518.0,9856.96447583
943,ground_site1_2b,"[True, False]",2017-02-16 21:06:09.040633,7210614,31.3,sat6,2017-02-16 20:57:31.040633,2017-02-16 21:02:44.167585,921.928716,2017-02-16 21:01:50.040633,518.0,9856.96447583
944,ground_site1_2c,"[True, False]",2017-02-16 21:06:09.103298,7210615,31.3,sat6,2017-02-16 20:57:31.103298,2017-02-16 21:02:44.230250,921.928716,2017-02-16 21:01:50.103298,518.0,9856.96447583
945,ground_site6_2,"[False, False]",2017-02-16 21:06:58.398510,7210624,24.37,sat12,2017-02-16 20:58:36.398510,,2259.0,2017-02-16 21:02:47.398510,502.0,8417.66730607
946,ground_site6_1,"[False, False]",2017-02-16 21:06:58.339508,7210623,24.37,sat12,2017-02-16 20:58:37.339508,,2254.5,2017-02-16 21:02:47.839508,501.0,8400.8990445
947,ground_site5_1,"[True, True]",2017-02-16 21:15:28.763348,7210867,65.13,sat7,2017-02-16 21:06:16.763348,,0.0,2017-02-16 21:10:52.763348,552.0,12109.3480807
948,ground_site4_1,"[True, True]",2017-02-16 21:13:49.276940,7210877,30.02,sat7,2017-02-16 21:07:12.276940,,0.0,2017-02-16 21:10:30.776940,397.0,8709.0782392
949,ground_site4_2,"[True, True]",2017-02-16 21:13:48.335061,7210878,30.02,sat7,2017-02-16 21:07:12.335061,,0.0,2017-02-16 21:10:30.335061,396.0,8687.14101441
950,ground_site6_1,"[False, False]",2017-02-16 21:16:09.512197,7210884,30.06,sat1,2017-02-16 21:07:27.512197,,2349.0,2017-02-16 21:11:48.512197,522.0,9364.88339508
951,ground_site6_2,"[False, False]",2017-02-16 21:16:09.570807,7210881,30.06,sat1,2017-02-16 21:07:27.570807,,2349.0,2017-02-16 21:11:48.570807,522.0,9364.88339508
952,ground_site1_1,"[True, False]",2017-02-16 21:19:33.221440,7210931,37.56,sat7,2017-02-16 21:10:42.221440,2017-02-16 21:16:14.614994,893.729007,2017-02-16 21:15:07.721440,531.0,10754.9373532
953,ground_site1_1a,"[True, False]",2017-02-16 21:19:33.284259,7210932,37.56,sat7,2017-02-16 21:10:42.284259,2017-02-16 21:16:14.677813,893.729007,2017-02-16 21:15:07.784259,531.0,10754.9373532
954,ground_site1_2,"[True, False]",2017-02-16 21:19:33.347168,7210925,37.56,sat7,2017-02-16 21:10:42.347168,2017-02-16 21:16:14.740722,893.729007,2017-02-16 21:15:07.847168,531.0,10754.9373532
955,ground_site1_2a,"[True, False]",2017-02-16 21:19:33.410352,7210926,37.56,sat7,2017-02-16 21:10:42.410352,2017-02-16 21:16:14.803906,893.729007,2017-02-16 21:15:07.910352,531.0,10754.9373532
956,ground_site1_2b,"[True, False]",2017-02-16 21:19:33.473380,7210927,37.56,sat7,2017-02-16 21:10:42.473380,2017-02-16 21:16:14.866934,893.729007,2017-02-16 21:15:07.973380,531.0,10754.9373532
957,ground_site1_2c,"[True, False]",2017-02-16 21:19:33.564148,7210928,37.56,sat7,2017-02-16 21:10:42.564148,2017-02-16 21:16:13.920593,898.3959975,2017-02-16 21:15:08.064148,531.0,10750.2703627
958,ground_site5_1,"[True, True]",2017-02-16 21:23:21.832365,7210949,80.3,sat8,2017-02-16 21:14:05.832365,,0.0,2017-02-16 21:18:43.832365,556.0,11206.3425073
959,ground_site4_1,"[True, True]",2017-02-16 21:21:31.280788,7210974,25.0,sat8,2017-02-16 21:15:18.280788,,0.0,2017-02-16 21:18:24.780788,373.0,7517.92402021
960,ground_site4_2,"[True, True]",2017-02-16 21:21:31.339194,7210975,24.99,sat8,2017-02-16 21:15:18.339194,,0.0,2017-02-16 21:18:24.839194,373.0,7517.92402021
961,ground_site1_1,"[True, False]",2017-02-16 21:27:26.291218,7211276,42.41,sat8,2017-02-16 21:18:28.291218,2017-02-16 21:24:10.320514,881.868168,2017-02-16 21:22:57.291218,538.0,9961.6790783
962,ground_site1_1a,"[True, False]",2017-02-16 21:27:26.352445,7211277,42.41,sat8,2017-02-16 21:18:28.352445,2017-02-16 21:24:10.381741,881.868168,2017-02-16 21:22:57.352445,538.0,9961.6790783
963,ground_site1_2,"[True, False]",2017-02-16 21:27:26.413719,7211278,42.41,sat8,2017-02-16 21:18:28.413719,2017-02-16 21:24:10.443015,881.868168,2017-02-16 21:22:57.413719,538.0,9961.6790783
964,ground_site1_2a,"[True, False]",2017-02-16 21:27:26.475086,7211279,42.4,sat8,2017-02-16 21:18:28.475086,2017-02-16 21:24:10.504382,881.868168,2017-02-16 21:22:57.475086,538.0,9961.6790783
965,ground_site1_2b,"[True, False]",2017-02-16 21:27:26.536165,7211280,42.41,sat8,2017-02-16 21:18:28.536165,2017-02-16 21:24:10.565461,881.868168,2017-02-16 21:22:57.536165,538.0,9961.6790783
966,ground_site1_2c,"[True, False]",2017-02-16 21:27:25.597342,7211281,42.4,sat8,2017-02-16 21:18:28.597342,2017-02-16 21:24:09.990896,880.229007,2017-02-16 21:22:57.097342,537.0,9943.16294702
967,ground_site6_1,"[False, False]",2017-02-16 21:28:29.257432,7211378,39.65,sat2,2017-02-16 21:19:28.257432,,2434.5,2017-02-16 21:23:58.757432,541.0,10228.6809213
968,ground_site6_2,"[False, False]",2017-02-16 21:28:29.315857,7211379,39.65,sat2,2017-02-16 21:19:28.315857,,2434.5,2017-02-16 21:23:58.815857,541.0,10228.6809213
969,ground_site6_1,"[False, False]",2017-02-16 21:29:52.937101,7211395,41.09,sat3,2017-02-16 21:20:49.937101,,2443.5,2017-02-16 21:25:21.437101,543.0,8615.76261327
970,ground_site6_2,"[False, False]",2017-02-16 21:29:52.995892,7211396,41.09,sat3,2017-02-16 21:20:49.995892,,2443.5,2017-02-16 21:25:21.495892,543.0,8615.76261327
971,ground_site5_1,"[True, True]",2017-02-16 21:32:17.499019,7211420,80.46,sat9,2017-02-16 21:23:00.499019,,0.0,2017-02-16 21:27:38.999019,557.0,10708.088366
972,ground_site4_1,"[True, True]",2017-02-16 21:30:13.973767,7211426,20.35,sat9,2017-02-16 21:24:34.973767,,0.0,2017-02-16 21:27:24.473767,339.0,6517.13098038
973,ground_site4_2,"[True, True]",2017-02-16 21:30:14.032612,7211427,20.34,sat9,2017-02-16 21:24:35.032612,,0.0,2017-02-16 21:27:24.532612,339.0,6517.13098038
974,ground_site6_1,"[False, False]",2017-02-16 21:35:22.674332,7211437,48.96,sat4,2017-02-16 21:26:09.674332,,2488.5,2017-02-16 21:30:46.174332,553.0,9963.19623634
975,ground_site6_2,"[False, False]",2017-02-16 21:35:22.733009,7211438,48.96,sat4,2017-02-16 21:26:09.733009,,2488.5,2017-02-16 21:30:46.233009,553.0,9963.19623634
976,ground_site1_1,"[True, False]",2017-02-16 21:36:23.960473,7211449,49.23,sat9,2017-02-16 21:27:18.960473,2017-02-16 21:33:11.826683,864.602055,2017-02-16 21:31:51.460473,545.0,9612.79140904
977,ground_site1_1a,"[True, False]",2017-02-16 21:36:23.021993,7211450,49.23,sat9,2017-02-16 21:27:19.021993,2017-02-16 21:33:11.240743,863.015625,2017-02-16 21:31:51.021993,544.0,9595.15326388
978,ground_site1_2,"[True, False]",2017-02-16 21:36:23.083411,7211451,49.23,sat9,2017-02-16 21:27:19.083411,2017-02-16 21:33:11.302161,863.015625,2017-02-16 21:31:51.083411,544.0,9595.15326388
979,ground_site1_2a,"[True, False]",2017-02-16 21:36:23.144680,7211452,49.22,sat9,2017-02-16 21:27:19.144680,2017-02-16 21:33:11.363430,863.015625,2017-02-16 21:31:51.144680,544.0,9595.15326388
980,ground_site1_2b,"[True, False]",2017-02-16 21:36:23.206105,7211453,49.23,sat9,2017-02-16 21:27:19.206105,2017-02-16 21:33:11.424855,863.015625,2017-02-16 21:31:51.206105,544.0,9595.15326388
981,ground_site1_2c,"[True, False]",2017-02-16 21:36:23.267542,7211454,49.23,sat9,2017-02-16 21:27:19.267542,2017-02-16 21:33:11.486292,863.015625,2017-02-16 21:31:51.267542,544.0,9595.15326388
982,ground_site5_1,"[True, True]",2017-02-16 21:39:33.932418,7211483,66.02,sat10,2017-02-16 21:30:19.932418,,0.0,2017-02-16 21:34:56.932418,554.0,11112.2192823
983,ground_site4_1,"[True, True]",2017-02-16 21:37:16.408337,7211500,17.25,sat10,2017-02-16 21:32:14.408337,,0.0,2017-02-16 21:34:45.408337,302.0,6057.56357987
984,ground_site4_2,"[True, True]",2017-02-16 21:37:16.467231,7211501,17.25,sat10,2017-02-16 21:32:14.467231,,0.0,2017-02-16 21:34:45.467231,302.0,6057.56357987
985,ground_site1_2b,"[True, False]",2017-02-16 21:43:41.640460,7211510,55.83,sat10,2017-02-16 21:34:32.640460,2017-02-16 21:40:33.457842,846.821781,2017-02-16 21:39:07.140460,549.0,10165.1067135
986,ground_site1_2c,"[True, False]",2017-02-16 21:43:41.701869,7211511,55.82,sat10,2017-02-16 21:34:32.701869,2017-02-16 21:40:33.519251,846.821781,2017-02-16 21:39:07.201869,549.0,10165.1067135
987,ground_site1_1,"[True, False]",2017-02-16 21:43:42.394404,7211514,55.83,sat10,2017-02-16 21:34:33.394404,2017-02-16 21:40:33.139521,851.6469735,2017-02-16 21:39:07.894404,549.0,10160.281521
988,ground_site1_1a,"[True, False]",2017-02-16 21:43:42.456175,7211515,55.83,sat10,2017-02-16 21:34:33.456175,2017-02-16 21:40:33.201292,851.6469735,2017-02-16 21:39:07.956175,549.0,10160.281521
989,ground_site1_2,"[True, False]",2017-02-16 21:43:42.517584,7211508,55.83,sat10,2017-02-16 21:34:33.517584,2017-02-16 21:40:33.262701,851.6469735,2017-02-16 21:39:08.017584,549.0,10160.281521
990,ground_site1_2a,"[True, False]",2017-02-16 21:43:41.579001,7211509,55.82,sat10,2017-02-16 21:34:33.579001,2017-02-16 21:40:33.739157,845.279298,2017-02-16 21:39:07.579001,548.0,10146.591039
991,ground_site6_1,"[False, False]",2017-02-16 21:45:43.946311,7211519,63.78,sat5,2017-02-16 21:36:23.946311,,2520.0,2017-02-16 21:41:03.946311,560.0,8818.10058451
992,ground_site6_2,"[False, False]",2017-02-16 21:45:44.005001,7211520,63.78,sat5,2017-02-16 21:36:24.005001,,2520.0,2017-02-16 21:41:04.005001,560.0,8818.10058451
993,ground_site5_1,"[True, True]",2017-02-16 21:47:59.228241,7211536,52.13,sat11,2017-02-16 21:38:50.228241,,0.0,2017-02-16 21:43:24.728241,549.0,12579.5745216
994,ground_site6_1,"[False, False]",2017-02-16 21:48:23.644857,7211541,70.86,sat6,2017-02-16 21:39:00.644857,,2533.5,2017-02-16 21:43:42.144857,563.0,9181.78352703
995,ground_site6_2,"[False, False]",2017-02-16 21:48:23.703943,7211542,70.85,sat6,2017-02-16 21:39:00.703943,,2533.5,2017-02-16 21:43:42.203943,563.0,9181.78352703
996,ground_site4_1,"[True, True]",2017-02-16 21:45:19.710834,7211556,14.2,sat11,2017-02-16 21:41:12.710834,,0.0,2017-02-16 21:43:16.210834,247.0,5659.66285399
997,ground_site4_2,"[True, True]",2017-02-16 21:45:19.769825,7211557,14.2,sat11,2017-02-16 21:41:12.769825,,0.0,2017-02-16 21:43:16.269825,247.0,5659.66285399
998,ground_site1_2c,"[True, False]",2017-02-16 21:52:08.999856,7211567,64.9,sat11,2017-02-16 21:42:55.999856,2017-02-16 21:49:04.846535,828.6899445,2017-02-16 21:47:32.499856,553.0,11842.5390363
999,ground_site1_1,"[True, False]",2017-02-16 21:52:09.692636,7211562,64.9,sat11,2017-02-16 21:42:56.692636,2017-02-16 21:49:04.459237,833.5502955,2017-02-16 21:47:33.192636,553.0,11837.6786853
1000,ground_site1_1a,"[True, False]",2017-02-16 21:52:09.754029,7211563,64.9,sat11,2017-02-16 21:42:56.754029,2017-02-16 21:49:04.520630,833.5502955,2017-02-16 21:47:33.254029,553.0,11837.6786853
1001,ground_site1_2,"[True, False]",2017-02-16 21:52:09.815503,7211564,64.9,sat11,2017-02-16 21:42:56.815503,2017-02-16 21:49:04.582104,833.5502955,2017-02-16 21:47:33.315503,553.0,11837.6786853
1002,ground_site1_2a,"[True, False]",2017-02-16 21:52:09.876905,7211565,64.9,sat11,2017-02-16 21:42:56.876905,2017-02-16 21:49:04.643506,833.5502955,2017-02-16 21:47:33.376905,553.0,11837.6786853
1003,ground_site1_2b,"[True, False]",2017-02-16 21:52:09.938401,7211566,64.9,sat11,2017-02-16 21:42:56.938401,2017-02-16 21:49:04.705002,833.5502955,2017-02-16 21:47:33.438401,553.0,11837.6786853
1004,ground_site5_1,"[True, True]",2017-02-16 21:54:45.054099,7211580,42.94,sat12,2017-02-16 21:45:44.054099,,0.0,2017-02-16 21:50:14.554099,541.0,11506.1295071
1005,ground_site4_1,"[True, True]",2017-02-16 21:51:38.541387,7211599,11.94,sat12,2017-02-16 21:48:41.541387,,0.0,2017-02-16 21:50:10.041387,177.0,3764.48229716
1006,ground_site4_2,"[True, True]",2017-02-16 21:51:38.600648,7211600,11.94,sat12,2017-02-16 21:48:41.600648,,0.0,2017-02-16 21:50:10.100648,177.0,3764.48229716
1007,ground_site1_1,"[True, False]",2017-02-16 21:58:58.519181,7211604,73.64,sat12,2017-02-16 21:49:43.519181,2017-02-16 21:55:56.951798,817.0532235,2017-02-16 21:54:21.019181,555.0,10986.8319456
1008,ground_site1_1a,"[True, False]",2017-02-16 21:58:58.581154,7211605,73.64,sat12,2017-02-16 21:49:43.581154,2017-02-16 21:55:57.013771,817.0532235,2017-02-16 21:54:21.081154,555.0,10986.8319456
1009,ground_site1_2,"[True, False]",2017-02-16 21:58:58.643117,7211606,73.64,sat12,2017-02-16 21:49:43.643117,2017-02-16 21:55:57.075734,817.0532235,2017-02-16 21:54:21.143117,555.0,10986.8319456
